"TRIM_ID","VARIANT_ID","TRIM_NAME","BASE_PRICE","DESCRIPTION"
66,17,"2.0 TDI Prestige",45579000,
67,18,"3.0 TDI Prestige",106421000,
68,18,"3.0 TDI R-Line",116506000,
69,19,Pro,60990000,
87,23,"40 TFSI quattro Advanced A/T",66730000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식)."
88,23,"40 TFSI quattro Advanced (OV) A/T",67160000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식)."
89,23,"40 TFSI quattro Tech A/T",74910000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성."
90,23,"40 TFSI quattro Tech (OV) A/T",75360000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성."
91,23,"40 TFSI quattro S-Line A/T",72620000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성. S-Line: 어라운드 뷰 등 주차보조 강화(트림 표기 기준)."
92,23,"45 TFSI quattro S-Line A/T",81460000,"외관: LED 헤드램프/DRL/리어램프, 파노라마 선루프, 전동접이/전동조절 사이드미러, 차음유리(앞면/앞좌석). 내장: 디지털 계기판, 가죽 스티어링휠(열선/전동조절), 패들시프트, 자동디밍 룸미러, 엠비언트 라이트. 안전: 전방추돌경고·긴급제동, 차선이탈경고/방지보조, 후측방사각지대경고/충돌방지보조, 부주의운전경보, TPMS, 보행자인식 긴급제동. 편의: ACC(정지/재출발), EPB, 버튼시동/디지털키, 전동트렁크, USB/무선충전, 주차감지(전/후), 후방카메라, 자동주차보조. 시트: 가죽, 1열 열선/통풍/전동/메모리(운전석), 2열 열선/분할접이. 공조: 3존 자동공조. 멀티미디어: 14.5"" 디스플레이(블루투스/텔레매틱스/터치/음성인식). TECH: HUD 포함, 스피커(16) 및 BANG & OLUFSEN 사운드 등 상위 멀티미디어 구성. S-Line: 어라운드 뷰 등 주차보조 강화(트림 표기 기준)."
60025,60017,Core A/T,322300000,"• 외관 : 헤드램프(LED), 헤드램프 부가기능(오토 라이트 컨트롤, 오토 하이빔, 조향 연동), 전방 안개등(LED), 주간 주행등(LED), 리어 램프(LED), 아웃 사이드미러(전동접이, 전동조절, 열선, 방향지시등, 자동디밍), 와이퍼(전방 레인센서), 자외선 차단유리(앞면), 차음 유리(앞면, 앞좌석, 뒷좌석)
• 내장 : 계기판(디지털), 스티어링 휠(가죽, 열선, 틸트, 텔레스코픽, 전동 조절), 기어 노브(전자식 노브, 패들 시프트), 룸미러(자동디밍), 엠비언트 라이트(유), 뒷좌석 측면커튼(2열), 뒷좌석 후면커튼(전동식)
• 안전 : 에어백(운전석, 동승석, 사이드 (앞), 사이드 (뒤), 커튼), 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 전방 자동 긴급제동, 차선 이탈 경고, 차선 이탈 방지 보조, 주행 조향 보조, 후측방 사각 지대 경고, 타이어 공기압 경고)
• 편의 : 정속주행(CC (정지, 재출발)), 주차 브레이크(전자식, 오토홀드), 엔진시동(버튼시동), 트렁크(전동식, 스마트 트렁크), 파워 아웃렛(12V 파워 아울렛, USB, 스마트폰 무선 충전), 주차보조(전방감지, 후방감지, 전방카메라, 후방카메라, 측면카메라, 어라운드 뷰, 자동주차보조, 리모트 컨트롤 파킹)
• 시트 : 시트배열(2 + 3), 시트재질(천연가죽), 운전석(열선, 통풍, 전동조절, 메모리, 요추받침, 쿠션 익스텐션, 안마기능), 동승석(열선, 통풍, 전동조절, 메모리, 요추받침, 쿠션 익스텐션, 안마기능), 2열(열선, 통풍, 헤드레스트 높이 조절, 등받이 각도 조절, 전동조절, 메모리, 안마기능, 유아용 시트 고정장치)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(4 존), 뒷좌석 송풍구(2열)
• 멀티미디어 : 화면크기(12.3), 주요기능(내비게이션, 라디오, 오디오 파일 재생, 블루투스, 텔레매틱스), 부가기능(터치스크린, 애플 카플레이, 안드로이드 오토)"
60026,60017,Azure A/T,382800000,"• 외관 : 헤드램프(LED), 헤드램프 부가기능(오토 라이트 컨트롤, 오토 하이빔, 조향 연동), 전방 안개등(LED), 주간 주행등(LED), 리어 램프(LED), 아웃 사이드미러(전동접이, 전동조절, 열선, 방향지시등, 자동디밍), 와이퍼(전방 레인센서), 자외선 차단유리(앞면), 차음 유리(앞면, 앞좌석, 뒷좌석)
• 내장 : 계기판(디지털), 스티어링 휠(가죽, 열선, 틸트, 텔레스코픽, 전동 조절), 기어 노브(전자식 노브, 패들 시프트), 룸미러(자동디밍), 엠비언트 라이트(유), 뒷좌석 측면커튼(2열), 뒷좌석 후면커튼(전동식)
• 안전 : 에어백(운전석, 동승석, 사이드 (앞), 사이드 (뒤), 커튼), 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 전방 자동 긴급제동, 차선 이탈 경고, 차선 이탈 방지 보조, 주행 조향 보조, 후측방 사각 지대 경고, 타이어 공기압 경고)
• 편의 : 정속주행(CC (정지, 재출발)), 주차 브레이크(전자식, 오토홀드), 엔진시동(버튼시동), 트렁크(전동식, 스마트 트렁크), 파워 아웃렛(12V 파워 아울렛, USB, 스마트폰 무선 충전), 주차보조(전방감지, 후방감지, 전방카메라, 후방카메라, 측면카메라, 어라운드 뷰, 자동주차보조, 리모트 컨트롤 파킹)
• 시트 : 시트배열(2 + 3), 시트재질(천연가죽), 운전석(열선, 통풍, 전동조절, 메모리, 요추받침, 쿠션 익스텐션, 안마기능), 동승석(열선, 통풍, 전동조절, 메모리, 요추받침, 쿠션 익스텐션, 안마기능), 2열(열선, 통풍, 헤드레스트 높이 조절, 등받이 각도 조절, 전동조절, 메모리, 안마기능, 유아용 시트 고정장치)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(4 존), 뒷좌석 송풍구(2열)
• 멀티미디어 : 화면크기(12.3), 주요기능(내비게이션, 라디오, 오디오 파일 재생, 블루투스, 텔레매틱스), 부가기능(터치스크린, 애플 카플레이, 안드로이드 오토)"
60027,60018,AWD A/T,135000000,"• 외관 : 루프(글라스 루프), 아웃 사이드미러(전동접이, 전동조절, 열선, 자동디밍), 자외선 차단유리(앞면, 앞좌석, 뒷좌석, 뒷면)
• 내장 : 스티어링 휠(열선)
• 안전 : 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 전방 자동 긴급제동, 차선 이탈 경고, 차선 이탈 방지 보조, 주행 조향 보조, 후측방 사각 지대 경고, 후측방 충돌 방지 보조, 타이어 공기압 경고), 보행자 안전(보행자 인식 긴급제동)
• 편의 : 엔진시동(버튼시동, 스마트폰 디지털키), 트렁크(전동식), 파워 아웃렛(USB, 스마트폰 무선 충전), 주차보조(전방카메라, 후방카메라, 측면카메라, 자동주차보조)
• 시트 : 시트배열(2 + 3), 운전석(열선, 통풍, 전동조절), 동승석(열선, 통풍, 전동조절), 2열(열선, AV 리모컨, 접이식 시트)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(3 존)
• 멀티미디어 : 화면크기(17), 주요기능(내비게이션, 블루투스), 부가기능(터치스크린, 뒷좌석 모니터), 스피커(22)"
60028,60019,Plaid A/T,150000000,"• 외관 : 루프(글라스 루프), 아웃 사이드미러(전동접이, 전동조절, 열선, 자동디밍), 자외선 차단유리(앞면, 앞좌석, 뒷좌석, 뒷면)
• 내장 : 스티어링 휠(열선)
• 안전 : 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 전방 자동 긴급제동, 차선 이탈 경고, 차선 이탈 방지 보조, 주행 조향 보조, 후측방 사각 지대 경고, 후측방 충돌 방지 보조, 타이어 공기압 경고), 보행자 안전(보행자 인식 긴급제동)
• 편의 : 엔진시동(버튼시동, 스마트폰 디지털키), 트렁크(전동식), 파워 아웃렛(USB, 스마트폰 무선 충전), 주차보조(전방카메라, 후방카메라, 측면카메라, 자동주차보조)
• 시트 : 시트배열(2 + 2 + 2), 운전석(열선, 통풍, 전동조절), 동승석(열선, 통풍, 전동조절), 2열(열선, AV 리모컨, 접이식 시트)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(3 존)
• 멀티미디어 : 화면크기(17), 주요기능(내비게이션, 블루투스), 부가기능(터치스크린, 뒷좌석 모니터), 스피커(22)"
60029,60020,V8,328900000,"• 외관 : 헤드램프(LED), 헤드램프 부가기능(오토 라이트 컨트롤, 오토 하이빔), 주간 주행등(LED), 리어 램프(LED), 아웃 사이드미러(전동조절, 열선, 방향지시등, 후진 자동하향), 와이퍼(전방 레인센서)
• 내장 : 계기판(디지털), 스티어링 휠(가죽, D 컷, 틸트, 텔레스코픽), 기어 노브(버튼식, 패들 시프트), 룸미러(자동디밍)
• 안전 : 에어백(운전석, 동승석, 사이드 (앞), 커튼), 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 전방 자동 긴급제동, 타이어 공기압 경고)
• 편의 : 정속주행(CC (정속 주행)), 주차 브레이크(전자식, 오토홀드), 엔진시동(버튼시동), 트렁크(전동식), 파워 아웃렛(12V 파워 아울렛, USB, 스마트폰 무선 충전), 주차보조(전방감지, 후방감지, 후방카메라, 측면카메라, 어라운드 뷰, 조향연동 안내선, 자동주차보조)
• 시트 : 시트배열(2 + 3), 시트재질(가죽), 운전석(열선, 통풍, 전동조절, 메모리, 요추받침), 동승석(열선, 통풍, 전동조절), 2열(접이식 시트, 4:2:4 분할 접이, 유아용 시트 고정장치)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(2 존)
• 멀티미디어 : 주요기능(내비게이션, 라디오, DVD, 오디오 파일 재생, 블루투스), 부가기능(터치스크린, 음성인식), 스피커(8)"
60033,60022,Grecale 2.0 Base,110400000,"• 외관 : 헤드램프(LED), 루프(파노라마 선루프), 아웃 사이드미러(자동디밍), 자외선 차단유리(앞면)
• 내장 : 계기판(디지털, HUD), 스티어링 휠(열선, 전동 조절), 기어 노브(버튼식, 패들 시프트), 룸미러(자동디밍), 엠비언트 라이트(유)
• 안전 : 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 차선 이탈 경고, 차선 이탈 방지 보조, 후측방 사각 지대 경고, 부주의 운전 경보, 타이어 공기압 경고)
• 편의 : 정속주행(CC (정지, 재출발)), 엔진시동(버튼시동), 트렁크(전동식, 스마트 트렁크), 파워 아웃렛(스마트폰 무선 충전), 주차보조(전방감지, 후방감지, 전방카메라, 후방카메라, 측면카메라, 어라운드 뷰)
• 시트 : 시트배열(2 + 3), 시트재질(가죽), 운전석(열선, 통풍, 전동조절), 동승석(열선, 통풍, 전동조절), 2열(열선)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(3 존)
• 멀티미디어 : 화면크기(12.3), 주요기능(블루투스), 부가기능(애플 카플레이, 안드로이드 오토), 스피커(14), 사운드시스템(Sonus faber)"
60034,60022,Grecale 2.0 Modena,186000000,"• 외관 : 헤드램프(LED), 루프(파노라마 선루프), 아웃 사이드미러(자동디밍), 자외선 차단유리(앞면)
• 내장 : 계기판(디지털, HUD), 스티어링 휠(열선, 전동 조절), 기어 노브(버튼식, 패들 시프트), 룸미러(자동디밍), 엠비언트 라이트(유)
• 안전 : 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 차선 이탈 경고, 차선 이탈 방지 보조, 후측방 사각 지대 경고, 부주의 운전 경보, 타이어 공기압 경고)
• 편의 : 정속주행(CC (정지, 재출발)), 엔진시동(버튼시동), 트렁크(전동식, 스마트 트렁크), 파워 아웃렛(스마트폰 무선 충전), 주차보조(전방감지, 후방감지, 전방카메라, 후방카메라, 측면카메라, 어라운드 뷰)
• 시트 : 시트배열(2 + 3), 시트재질(가죽), 운전석(열선, 통풍, 전동조절), 동승석(열선, 통풍, 전동조절), 2열(열선)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(3 존)
• 멀티미디어 : 화면크기(12.3), 주요기능(블루투스), 부가기능(애플 카플레이, 안드로이드 오토), 스피커(14), 사운드시스템(Sonus faber)"
60035,60023,Grecale 3.0 Trofeo,164800000,"• 외관 : 헤드램프(LED), 루프(파노라마 선루프), 아웃 사이드미러(자동디밍), 자외선 차단유리(앞면)
• 내장 : 계기판(디지털, HUD), 스티어링 휠(열선, 전동 조절), 기어 노브(버튼식, 패들 시프트), 룸미러(자동디밍), 엠비언트 라이트(유)
• 안전 : 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 차선 이탈 경고, 차선 이탈 방지 보조, 주행 조향 보조, 후측방 사각 지대 경고, 후측방 충돌 방지 보조, 부주의 운전 경보, 타이어 공기압 경고)
• 편의 : 정속주행(CC (정지, 재출발)), 엔진시동(버튼시동), 트렁크(전동식), 파워 아웃렛(스마트폰 무선 충전), 주차보조(전방감지, 후방감지, 전방카메라, 후방카메라, 측면카메라, 어라운드 뷰)
• 시트 : 시트배열(2 + 3), 시트재질(가죽), 운전석(열선, 통풍, 전동조절), 동승석(열선, 통풍, 전동조절), 2열(열선)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(3 존)
• 멀티미디어 : 화면크기(12.3), 주요기능(블루투스), 부가기능(애플 카플레이, 안드로이드 오토), 스피커(21), 사운드시스템(Sonus faber)"
60036,60024,T8 AWD Ultra Bright A/T,88060000,"• 외관 : 헤드램프(LED), 헤드램프 부가기능(오토 라이트 컨트롤, 오토 하이빔), 주간 주행등(LED), 리어 램프(LED), 루프(파노라마 선루프), 아웃 사이드미러(전동접이, 전동조절, 방향지시등, 자동디밍)
• 내장 : 계기판(디지털, HUD), 스티어링 휠(가죽, 열선, 틸트, 텔레스코픽), 기어 노브(전자식 노브, 패들 시프트), 룸미러(자동디밍), 뒷좌석 측면커튼(2열), 뒷좌석 후면커튼(전동식)
• 안전 : 에어백(운전석, 동승석, 사이드 (앞), 커튼), 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 전방 자동 긴급제동, 차선 이탈 경고, 차선 이탈 방지 보조, 주행 조향 보조, 후측방 사각 지대 경고, 후측방 충돌 방지 보조, 경사로 밀림 방지, 부주의 운전 경보, 타이어 공기압 경고)
• 편의 : 정속주행(CC (정지, 재출발)), 주차 브레이크(전자식, 오토홀드), 엔진시동(버튼시동), 트렁크(전동식, 스마트 트렁크), 파워 아웃렛(12V 파워 아울렛, USB), 주차보조(전방감지, 후방감지, 전방카메라, 후방카메라, 측면카메라, 어라운드 뷰, 자동주차보조)
• 시트 : 시트배열(2 + 3), 시트재질(나파 가죽), 운전석(열선, 통풍, 전동조절, 메모리, 요추받침, 쿠션 익스텐션, 안마기능), 동승석(열선, 통풍, 전동조절, 메모리, 요추받침, 쿠션 익스텐션, 안마기능), 2열(열선, 통풍, 유아용 시트 고정장치)
• 공조 : 에어컨(자동 온도조절, 자동 성에제거), 온도조절 범위(4 존), 뒷좌석 송풍구(2열)
• 멀티미디어 : 화면크기(11.2), 주요기능(내비게이션, 라디오, 오디오 파일 재생, 블루투스, 텔레매틱스), 부가기능(터치스크린, 음성인식, 애플 카플레이, 미러링), 스피커(19), 사운드시스템(Bowers & Wilkins)"
60039,60026,T8 AWD Ultra Dark A/T,114770000,"• 외관 : 헤드램프(LED), 헤드램프 부가기능(오토 라이트 컨트롤, 오토 하이빔), 주간 주행등(LED), 리어 램프(LED), 루프(파노라마 선루프), 아웃 사이드미러(전동접이, 전동조절, 열선, 자동디밍), 와이퍼(후방 와이퍼)
• 내장 : 계기판(디지털, HUD), 스티어링 휠(가죽, 열선), 기어 노브(전자식 노브), 룸미러(자동디밍), 뒷좌석 측면커튼(2열)
• 안전 : 에어백(운전석, 동승석, 운전석 무릎, 사이드 (앞), 사이드 (뒤), 커튼), 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 전방 자동 긴급제동, 차선 이탈 경고, 차선 이탈 방지 보조, 주행 조향 보조, 후측방 사각 지대 경고, 경사로 밀림 방지, 부주의 운전 경보, 타이어 공기압 경고)
• 편의 : 정속주행(CC (정지, 재출발), 경사로 저속 주행장치), 주차 브레이크(전자식), 엔진시동(버튼시동), 트렁크(전동식, 스마트 트렁크), 파워 아웃렛(12V 파워 아울렛, USB, 스마트폰 무선 충전), 주차보조(전방감지, 후방감지, 측면감지, 전방카메라, 후방카메라, 측면카메라, 어라운드 뷰, 조향연동 안내선)
• 시트 : 시트배열(2 + 3 + 2), 시트재질(나파), 운전석(열선, 통풍, 전동조절, 메모리, 요추받침, 쿠션 익스텐션, 안마기능), 동승석(열선, 통풍, 전동조절, 메모리, 요추받침, 쿠션 익스텐션, 안마기능), 2열(열선, 접이식 시트, 유아용 시트 고정장치), 3열(분할 접이식 시트)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(4 존), 뒷좌석 송풍구(2열, 3열)
• 멀티미디어 : 화면크기(11.2), 주요기능(내비게이션, 라디오, 오디오 파일 재생, 블루투스, 텔레매틱스), 부가기능(터치스크린, 애플 카플레이, 안드로이드 오토), 스피커(14), 사운드시스템(Bowers & Wilkins)"
60038,60026,T8 AWD Ultra Bright A/T,114770000,"• 외관 : 헤드램프(LED), 헤드램프 부가기능(오토 라이트 컨트롤, 오토 하이빔), 주간 주행등(LED), 리어 램프(LED), 루프(파노라마 선루프), 아웃 사이드미러(전동접이, 전동조절, 열선, 자동디밍), 와이퍼(후방 와이퍼)
• 내장 : 계기판(디지털, HUD), 스티어링 휠(가죽, 열선), 기어 노브(전자식 노브), 룸미러(자동디밍), 뒷좌석 측면커튼(2열)
• 안전 : 에어백(운전석, 동승석, 운전석 무릎, 사이드 (앞), 사이드 (뒤), 커튼), 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 전방 자동 긴급제동, 차선 이탈 경고, 차선 이탈 방지 보조, 주행 조향 보조, 후측방 사각 지대 경고, 경사로 밀림 방지, 부주의 운전 경보, 타이어 공기압 경고)
• 편의 : 정속주행(CC (정지, 재출발), 경사로 저속 주행장치), 주차 브레이크(전자식), 엔진시동(버튼시동), 트렁크(전동식, 스마트 트렁크), 파워 아웃렛(12V 파워 아울렛, USB, 스마트폰 무선 충전), 주차보조(전방감지, 후방감지, 측면감지, 전방카메라, 후방카메라, 측면카메라, 어라운드 뷰, 조향연동 안내선)
• 시트 : 시트배열(2 + 3 + 2), 시트재질(나파), 운전석(열선, 통풍, 전동조절, 메모리, 요추받침, 쿠션 익스텐션, 안마기능), 동승석(열선, 통풍, 전동조절, 메모리, 요추받침, 쿠션 익스텐션, 안마기능), 2열(열선, 접이식 시트, 유아용 시트 고정장치), 3열(분할 접이식 시트)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(4 존), 뒷좌석 송풍구(2열, 3열)
• 멀티미디어 : 화면크기(11.2), 주요기능(내비게이션, 라디오, 오디오 파일 재생, 블루투스, 텔레매틱스), 부가기능(터치스크린, 애플 카플레이, 안드로이드 오토), 스피커(14), 사운드시스템(Bowers & Wilkins)"
60005,60003,GLB250,71100000,"• 외관 : 헤드램프(LED), 헤드램프 부가기능(오토 라이트 컨트롤, 오토 하이빔), 리어 램프(급제동 경보), 루프(파노라마 선루프)
• 내장 : 계기판(디지털), 스티어링 휠(가죽, 열선), 기어 노브(칼럼식 노브, 패들 시프트), 룸미러(하이패스 내장), 엠비언트 라이트(64색)
• 안전 : 에어백(운전석, 동승석, 운전석 무릎, 사이드 (앞), 커튼), 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 전방 자동 긴급제동, 차선 이탈 경고, 차선 이탈 방지 보조, 주행 조향 보조, 후측방 사각 지대 경고, 후측방 충돌 방지 보조, 부주의 운전 경보), 보행자 안전(액티브 후드)
• 편의 : 정속주행(CC (정지, 재출발)), 주차 브레이크(전자식, 오토홀드), 엔진시동(버튼시동, 원격시동, 스마트폰 디지털키), 트렁크(전동식, 스마트 트렁크), 파워 아웃렛(USB, 스마트폰 무선 충전), 주차보조(전방감지, 후방감지, 측면감지, 후방카메라, 조향연동 안내선)
• 시트 : 시트배열(2 + 3), 시트재질(ARTICO), 운전석(열선, 전동조절, 메모리), 동승석(열선, 전동조절, 메모리), 2열(등받이 각도 조절, 접이식 시트, 유아용 시트 고정장치)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(2 존), 뒷좌석 송풍구(2열)
• 멀티미디어 : 화면크기(10.25), 주요기능(내비게이션, 오디오 파일 재생, 블루투스, 텔레매틱스), 부가기능(터치스크린, 음성인식, 애플 카플레이, 안드로이드 오토), 스피커(6)"
60006,60004,GLB200d,63300000,"• 외관 : 헤드램프(LED), 헤드램프 부가기능(오토 라이트 컨트롤, 오토 하이빔), 리어 램프(급제동 경보), 루프(파노라마 선루프)
• 내장 : 계기판(디지털), 스티어링 휠(가죽, 열선), 기어 노브(칼럼식 노브, 패들 시프트), 룸미러(하이패스 내장), 엠비언트 라이트(64색)
• 안전 : 에어백(운전석, 동승석, 운전석 무릎, 사이드 (앞), 커튼), 주행안전(ABS, 전자 제어 서스펜션, 전방 추돌 경고, 전방 자동 긴급제동, 차선 이탈 경고, 차선 이탈 방지 보조, 주행 조향 보조, 후측방 사각 지대 경고, 후측방 충돌 방지 보조, 부주의 운전 경보), 보행자 안전(액티브 후드)
• 편의 : 정속주행(CC (정지, 재출발)), 주차 브레이크(전자식, 오토홀드), 엔진시동(버튼시동, 원격시동, 스마트폰 디지털키), 트렁크(전동식, 스마트 트렁크), 파워 아웃렛(USB, 스마트폰 무선 충전), 주차보조(전방감지, 후방감지, 측면감지, 후방카메라, 조향연동 안내선)
• 시트 : 시트배열(2 + 3), 시트재질(ARTICO), 운전석(열선, 전동조절, 메모리), 동승석(열선, 전동조절, 메모리), 2열(등받이 각도 조절, 접이식 시트, 유아용 시트 고정장치)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(2 존), 뒷좌석 송풍구(2열)
• 멀티미디어 : 화면크기(10.25), 주요기능(내비게이션, 오디오 파일 재생, 블루투스, 텔레매틱스), 부가기능(터치스크린, 음성인식, 애플 카플레이, 안드로이드 오토), 스피커(6)"
60002,60002,A220 Hatchback,48100000,"• 외관 : 헤드램프(LED), 헤드램프 부가기능(오토 라이트 컨트롤, 오토 하이빔), 주간 주행등(LED), 리어 램프(후방 안개등, 급제동 경보), 아웃 사이드미러(전동접이, 자동디밍), 와이퍼(전방 레인센서)
• 내장 : 계기판(디지털), 스티어링 휠(가죽, 열선), 기어 노브(칼럼식 노브, 패들 시프트), 룸미러(자동디밍, 하이패스 내장), 엠비언트 라이트(64색)
• 안전 : 에어백(운전석, 동승석, 운전석 무릎, 사이드 (앞), 커튼), 주행안전(ABS, 전방 추돌 경고, 전방 자동 긴급제동, 차선 이탈 경고, 차선 이탈 방지 보조, 후측방 사각 지대 경고, 후측방 충돌 방지 보조, 부주의 운전 경보, 타이어 공기압 경고), 보행자 안전(액티브 후드)
• 편의 : 정속주행(CC (정속 주행)), 주차 브레이크(전자식, 오토홀드), 엔진시동(버튼시동, 원격시동, 스마트폰 디지털키), 파워 아웃렛(USB, 스마트폰 무선 충전), 주차보조(후방카메라, 조향연동 안내선, 자동주차보조)
• 시트 : 시트배열(2 + 3), 시트재질(ARTICO), 운전석(열선, 전동조절, 메모리), 동승석(열선, 전동조절, 메모리), 2열(접이식 시트, 유아용 시트 고정장치)
• 공조 : 에어컨(자동 온도조절), 온도조절 범위(1 존)
• 멀티미디어 : 주요기능(내비게이션, 오디오 파일 재생, 블루투스, 텔레매틱스), 부가기능(터치스크린, 음성인식, 애플 카플레이, 안드로이드 오토), 스피커(6)"
